defined_class	homologous_to
http://purl.obolibrary.org/obo/PCL_0015080	
http://purl.obolibrary.org/obo/PCL_0015081	
http://purl.obolibrary.org/obo/PCL_0015082	
http://purl.obolibrary.org/obo/PCL_0015083	
http://purl.obolibrary.org/obo/PCL_0015084	
http://purl.obolibrary.org/obo/PCL_0015085	
http://purl.obolibrary.org/obo/PCL_0015086	
http://purl.obolibrary.org/obo/PCL_0015087	
http://purl.obolibrary.org/obo/PCL_0015088	
http://purl.obolibrary.org/obo/PCL_0015089	
http://purl.obolibrary.org/obo/PCL_0015090	
http://purl.obolibrary.org/obo/PCL_0015091	
http://purl.obolibrary.org/obo/PCL_0015092	
http://purl.obolibrary.org/obo/PCL_0015093	
http://purl.obolibrary.org/obo/PCL_0015094	
http://purl.obolibrary.org/obo/PCL_0015095	
http://purl.obolibrary.org/obo/PCL_0015096	
http://purl.obolibrary.org/obo/PCL_0015097	http://purl.obolibrary.org/obo/PCL_0011069|http://purl.obolibrary.org/obo/PCL_0019076
http://purl.obolibrary.org/obo/PCL_0015098	
http://purl.obolibrary.org/obo/PCL_0015099	
http://purl.obolibrary.org/obo/PCL_0015100	
http://purl.obolibrary.org/obo/PCL_0015101	http://purl.obolibrary.org/obo/PCL_0011076|http://purl.obolibrary.org/obo/PCL_0019074
http://purl.obolibrary.org/obo/PCL_0015102	
http://purl.obolibrary.org/obo/PCL_0015103	
http://purl.obolibrary.org/obo/PCL_0015104	
http://purl.obolibrary.org/obo/PCL_0015105	
http://purl.obolibrary.org/obo/PCL_0015106	
http://purl.obolibrary.org/obo/PCL_0015107	
http://purl.obolibrary.org/obo/PCL_0015108	
http://purl.obolibrary.org/obo/PCL_0015109	
http://purl.obolibrary.org/obo/PCL_0015110	
http://purl.obolibrary.org/obo/PCL_0015111	
http://purl.obolibrary.org/obo/PCL_0015112	http://purl.obolibrary.org/obo/PCL_0011071|http://purl.obolibrary.org/obo/PCL_0019072
http://purl.obolibrary.org/obo/PCL_0015113	
http://purl.obolibrary.org/obo/PCL_0015114	
http://purl.obolibrary.org/obo/PCL_0015115	
http://purl.obolibrary.org/obo/PCL_0015116	
http://purl.obolibrary.org/obo/PCL_0015117	
http://purl.obolibrary.org/obo/PCL_0015118	http://purl.obolibrary.org/obo/PCL_0011091|http://purl.obolibrary.org/obo/PCL_0019078
http://purl.obolibrary.org/obo/PCL_0015119	http://purl.obolibrary.org/obo/PCL_0011099|http://purl.obolibrary.org/obo/PCL_0019084
http://purl.obolibrary.org/obo/PCL_0015120	
http://purl.obolibrary.org/obo/PCL_0015121	
http://purl.obolibrary.org/obo/PCL_0015122	
http://purl.obolibrary.org/obo/PCL_0015123	
http://purl.obolibrary.org/obo/PCL_0015124	http://purl.obolibrary.org/obo/PCL_0019133
http://purl.obolibrary.org/obo/PCL_0015125	http://purl.obolibrary.org/obo/PCL_0011103
http://purl.obolibrary.org/obo/PCL_0015126	http://purl.obolibrary.org/obo/PCL_0019134
http://purl.obolibrary.org/obo/PCL_0015127	http://purl.obolibrary.org/obo/PCL_0019094
http://purl.obolibrary.org/obo/PCL_0015128	http://purl.obolibrary.org/obo/PCL_0011125|http://purl.obolibrary.org/obo/PCL_0019095
http://purl.obolibrary.org/obo/PCL_0015129	http://purl.obolibrary.org/obo/PCL_0011133|http://purl.obolibrary.org/obo/PCL_0019096
http://purl.obolibrary.org/obo/PCL_0015130	http://purl.obolibrary.org/obo/PCL_0011138|http://purl.obolibrary.org/obo/PCL_0019097
http://purl.obolibrary.org/obo/PCL_0015131	http://purl.obolibrary.org/obo/PCL_0011232|http://purl.obolibrary.org/obo/PCL_0019098
http://purl.obolibrary.org/obo/PCL_0015132	http://purl.obolibrary.org/obo/PCL_0011233|http://purl.obolibrary.org/obo/PCL_0019099
http://purl.obolibrary.org/obo/PCL_0015133	http://purl.obolibrary.org/obo/PCL_0011183|http://purl.obolibrary.org/obo/PCL_0019100
http://purl.obolibrary.org/obo/PCL_0015134	http://purl.obolibrary.org/obo/PCL_0011189|http://purl.obolibrary.org/obo/PCL_0019101
http://purl.obolibrary.org/obo/PCL_0015135	http://purl.obolibrary.org/obo/PCL_0011192|http://purl.obolibrary.org/obo/PCL_0019102
http://purl.obolibrary.org/obo/PCL_0015136	http://purl.obolibrary.org/obo/PCL_0011197|http://purl.obolibrary.org/obo/PCL_0019104
http://purl.obolibrary.org/obo/PCL_0015137	http://purl.obolibrary.org/obo/PCL_0011203|http://purl.obolibrary.org/obo/PCL_0019075
http://purl.obolibrary.org/obo/PCL_0015138	http://purl.obolibrary.org/obo/PCL_0011193|http://purl.obolibrary.org/obo/PCL_0019103
http://purl.obolibrary.org/obo/PCL_0015139	http://purl.obolibrary.org/obo/PCL_0011207|http://purl.obolibrary.org/obo/PCL_0019077
http://purl.obolibrary.org/obo/PCL_0015140	
http://purl.obolibrary.org/obo/PCL_0015142	
http://purl.obolibrary.org/obo/PCL_0015143	http://purl.obolibrary.org/obo/PCL_0011124|http://purl.obolibrary.org/obo/PCL_0019111
http://purl.obolibrary.org/obo/PCL_0015144	http://purl.obolibrary.org/obo/PCL_0011150|http://purl.obolibrary.org/obo/PCL_0019110
http://purl.obolibrary.org/obo/PCL_0015145	http://purl.obolibrary.org/obo/PCL_0011182|http://purl.obolibrary.org/obo/PCL_0019112
http://purl.obolibrary.org/obo/PCL_0015146	http://purl.obolibrary.org/obo/PCL_0011234|http://purl.obolibrary.org/obo/PCL_0019113
http://purl.obolibrary.org/obo/PCL_0015147	
http://purl.obolibrary.org/obo/PCL_0015152	http://purl.obolibrary.org/obo/PCL_0011238|http://purl.obolibrary.org/obo/PCL_0019120
http://purl.obolibrary.org/obo/PCL_0015153	http://purl.obolibrary.org/obo/PCL_0011008|http://purl.obolibrary.org/obo/PCL_0019004
http://purl.obolibrary.org/obo/PCL_0015154	http://purl.obolibrary.org/obo/PCL_0011001|http://purl.obolibrary.org/obo/PCL_0019007
http://purl.obolibrary.org/obo/PCL_0015155	http://purl.obolibrary.org/obo/PCL_0011240|http://purl.obolibrary.org/obo/PCL_0019121
http://purl.obolibrary.org/obo/PCL_0015156	http://purl.obolibrary.org/obo/PCL_0011239|http://purl.obolibrary.org/obo/PCL_0019122
http://purl.obolibrary.org/obo/PCL_0015157	http://purl.obolibrary.org/obo/PCL_0019002
http://purl.obolibrary.org/obo/PCL_0015158	http://purl.obolibrary.org/obo/PCL_0011002|http://purl.obolibrary.org/obo/PCL_0019123
http://purl.obolibrary.org/obo/PCL_0015159	http://purl.obolibrary.org/obo/PCL_0011243|http://purl.obolibrary.org/obo/PCL_0019126
http://purl.obolibrary.org/obo/PCL_0015160	http://purl.obolibrary.org/obo/PCL_0011242|http://purl.obolibrary.org/obo/PCL_0019125
http://purl.obolibrary.org/obo/PCL_0015161	http://purl.obolibrary.org/obo/PCL_0011241|http://purl.obolibrary.org/obo/PCL_0019127
http://purl.obolibrary.org/obo/PCL_0015162	http://purl.obolibrary.org/obo/PCL_0011149|http://purl.obolibrary.org/obo/PCL_0019124
http://purl.obolibrary.org/obo/PCL_0015163	http://purl.obolibrary.org/obo/PCL_0011156|http://purl.obolibrary.org/obo/PCL_0019038
http://purl.obolibrary.org/obo/PCL_0015164	http://purl.obolibrary.org/obo/PCL_0011244|http://purl.obolibrary.org/obo/PCL_0019039
http://purl.obolibrary.org/obo/PCL_0015165	http://purl.obolibrary.org/obo/PCL_0011245|http://purl.obolibrary.org/obo/PCL_0019128
http://purl.obolibrary.org/obo/PCL_0015166	http://purl.obolibrary.org/obo/PCL_0011037|http://purl.obolibrary.org/obo/PCL_0019037
http://purl.obolibrary.org/obo/PCL_0015167	http://purl.obolibrary.org/obo/PCL_0011042|http://purl.obolibrary.org/obo/PCL_0019027
http://purl.obolibrary.org/obo/PCL_0015168	http://purl.obolibrary.org/obo/PCL_0011246|http://purl.obolibrary.org/obo/PCL_0019028
http://purl.obolibrary.org/obo/PCL_0015169	http://purl.obolibrary.org/obo/PCL_0011247|http://purl.obolibrary.org/obo/PCL_0019129
http://purl.obolibrary.org/obo/PCL_0015170	http://purl.obolibrary.org/obo/PCL_0011248|http://purl.obolibrary.org/obo/PCL_0019051
http://purl.obolibrary.org/obo/PCL_0015171	http://purl.obolibrary.org/obo/PCL_0011183|http://purl.obolibrary.org/obo/PCL_0019100
http://purl.obolibrary.org/obo/PCL_0015172	http://purl.obolibrary.org/obo/PCL_0011249|http://purl.obolibrary.org/obo/PCL_0019130
http://purl.obolibrary.org/obo/PCL_0015173	http://purl.obolibrary.org/obo/PCL_0011190|http://purl.obolibrary.org/obo/PCL_0019131
http://purl.obolibrary.org/obo/PCL_0015174	http://purl.obolibrary.org/obo/PCL_0011250|http://purl.obolibrary.org/obo/PCL_0019059
http://purl.obolibrary.org/obo/PCL_0015175	http://purl.obolibrary.org/obo/PCL_0011074|http://purl.obolibrary.org/obo/PCL_0019065
http://purl.obolibrary.org/obo/PCL_0015176	http://purl.obolibrary.org/obo/PCL_0011067|http://purl.obolibrary.org/obo/PCL_0019060
http://purl.obolibrary.org/obo/PCL_0015177	http://purl.obolibrary.org/obo/PCL_0011252|http://purl.obolibrary.org/obo/PCL_0019073
http://purl.obolibrary.org/obo/PCL_0015178	http://purl.obolibrary.org/obo/PCL_0011251|http://purl.obolibrary.org/obo/PCL_0019132
http://purl.obolibrary.org/obo/PCL_0015179	http://purl.obolibrary.org/obo/PCL_0011253|http://purl.obolibrary.org/obo/PCL_0019083
http://purl.obolibrary.org/obo/PCL_0015180	http://purl.obolibrary.org/obo/PCL_0011211|http://purl.obolibrary.org/obo/PCL_0019082
